id	url	match_date_title	team_1	team_2	total_score	shoots_in_target_1	shoots_in_target_2	falls_1	falls_2	corners_1	corners_2	off_side_1	off_side_2	possession_1	possession_2	free_kicks_1	free_kicks_2	shots_from_gate_1	shots_from_gate_2	blocked_shots_1	blocked_shots_2	outs_1	outs_2	yellow_cards_1	yellow_cards_2	red_cards_1	red_cards_2
1037473	https://www.championat.com/football/_england/tournament/5025/match/1037473/	04 января 2023, среда. 23:00 МСК	Астон Вилла	Вулверхэмптон	1 : 1	10	7	6	12	7	8	1	4	56	44	16	7	6	9	4	2	18	14	1	3	0	0
1037613	https://www.championat.com/football/_england/tournament/5025/match/1037613/	04 марта 2023, суббота. 18:00 МСК	Астон Вилла	Кристал Пэлас	1 : 0	8	3	14	17	2	4	0	5	59	41	22	14	8	9	3	1	18	15	2	4	0	1
1037351	https://www.championat.com/football/_england/tournament/5025/match/1037351/	23 октября 2022, воскресенье. 16:00 МСК	Астон Вилла	Брентфорд	4 : 0	19	12	14	11	7	6	0	1	45	55	12	14	8	3	5	4	21	31	1	0	0	0
1037173	https://www.championat.com/football/_england/tournament/5025/match/1037173/	28 августа 2022, воскресенье. 16:00 МСК	Астон Вилла	Вест Хэм Юнайтед	0 : 1	9	7	10	10	3	2	2	1	56	44	11	12	5	9	2	2	24	23	2	0	0	0
1037763	https://www.championat.com/football/_england/tournament/5025/match/1037763/	25 апреля 2023, вторник. 21:45 МСК	Астон Вилла	Фулхэм	1 : 0	14	2	6	18	8	2	0	5	52	48	23	6	8	4	7	1	15	17	3	2	0	0
1037653	https://www.championat.com/football/_england/tournament/5025/match/1037653/	18 марта 2023, суббота. 18:00 МСК	Астон Вилла	Борнмут	3 : 0	18	9	8	13	9	6	0	2	56	44	15	8	8	4	6	3	18	13	1	4	0	0
1037491	https://www.championat.com/football/_england/tournament/5025/match/1037491/	13 января 2023, пятница. 23:00 МСК	Астон Вилла	Лидс Юнайтед	2 : 1	11	16	12	17	0	11	2	5	54	46	22	14	6	5	2	8	26	39	2	2	0	0
1037507	https://www.championat.com/football/_england/tournament/5025/match/1037507/	15 января 2023, воскресенье. 19:30 МСК	Тоттенхэм Хотспур	Арсенал	0 : 2	17	14	16	15	4	3	1	2	51	49	17	17	4	3	6	3	28	19	4	2	0	0
1037531	https://www.championat.com/football/_england/tournament/5025/match/1037531/	04 февраля 2023, суббота. 18:00 МСК	Астон Вилла	Лестер Сити	2 : 4	19	9	10	10	11	3	2	8	63	37	18	12	5	8	9	0	8	21	0	3	0	0
1037691	https://www.championat.com/football/_england/tournament/5025/match/1037691/	08 апреля 2023, суббота. 17:00 МСК	Астон Вилла	Ноттингем Форест	2 : 0	8	6	6	18	1	8	1	7	65	35	25	7	2	12	1	3	18	27	3	4	0	0
1037133	https://www.championat.com/football/_england/tournament/5025/match/1037133/	13 августа 2022, суббота. 14:30 МСК	Астон Вилла	Эвертон	2 : 1	11	9	9	7	5	8	2	3	58	42	10	11	1	6	5	5	20	18	4	1	0	0
1037365	https://www.championat.com/football/_england/tournament/5025/match/1037365/	23 октября 2022, воскресенье. 18:30 МСК	Тоттенхэм Хотспур	Ньюкасл Юнайтед	1 : 2	17	12	12	6	6	7	3	4	51	49	10	15	6	9	8	4	25	18	4	2	0	0
1037757	https://www.championat.com/football/_england/tournament/5025/match/1037757/	27 апреля 2023, четверг. 22:15 МСК	Тоттенхэм Хотспур	Манчестер Юнайтед	2 : 2	18	18	8	7	6	8	2	3	40	60	10	10	7	8	4	5	13	15	1	2	0	0
1037465	https://www.championat.com/football/_england/tournament/5025/match/1037465/	01 января 2023, воскресенье. 17:00 МСК	Тоттенхэм Хотспур	Астон Вилла	0 : 2	4	13	15	10	5	3	1	0	59	41	10	16	4	7	1	5	21	20	4	3	0	0
1037405	https://www.championat.com/football/_england/tournament/5025/match/1037405/	06 ноября 2022, воскресенье. 19:30 МСК	Тоттенхэм Хотспур	Ливерпуль	1 : 2	14	13	10	8	5	3	1	2	47	53	10	11	4	11	3	4	20	14	0	0	0	0
1037227	https://www.championat.com/football/_england/tournament/5025/match/1037227/	03 сентября 2022, суббота. 17:00 МСК	Тоттенхэм Хотспур	Фулхэм	2 : 1	23	9	9	6	10	3	3	0	52	48	6	12	7	5	6	2	18	26	3	4	0	0
1037707	https://www.championat.com/football/_england/tournament/5025/match/1037707/	08 апреля 2023, суббота. 17:00 МСК	Тоттенхэм Хотспур	Брайтон энд Хоув Альбион	2 : 1	10	16	15	15	3	7	2	1	35	65	16	17	8	7	2	7	11	15	3	1	1	0
1037805	https://www.championat.com/football/_england/tournament/5025/match/1037805/	06 мая 2023, суббота. 17:00 МСК	Тоттенхэм Хотспур	Кристал Пэлас	1 : 0	8	7	15	14	8	4	1	0	57	43	14	16	8	3	2	2	12	27	3	5	0	0
1037607	https://www.championat.com/football/_england/tournament/5025/match/1037607/	26 февраля 2023, воскресенье. 16:30 МСК	Тоттенхэм Хотспур	Челси	2 : 0	8	10	10	9	4	4	0	2	41	59	11	10	8	3	1	3	13	18	2	3	0	0
1037587	https://www.championat.com/football/_england/tournament/5025/match/1037587/	19 февраля 2023, воскресенье. 19:30 МСК	Тоттенхэм Хотспур	Вест Хэм Юнайтед	2 : 0	16	6	16	10	4	7	0	0	58	42	10	16	6	11	6	1	13	18	2	1	0	0
1037647	https://www.championat.com/football/_england/tournament/5025/match/1037647/	11 марта 2023, суббота. 18:00 МСК	Тоттенхэм Хотспур	Ноттингем Форест	3 : 1	15	9	13	13	2	10	1	1	56	44	14	14	9	3	5	1	13	9	3	1	0	0
1037725	https://www.championat.com/football/_england/tournament/5025/match/1037725/	15 апреля 2023, суббота. 17:15 МСК	Тоттенхэм Хотспур	Борнмут	2 : 3	24	9	8	9	8	1	1	1	57	43	10	9	3	15	7	1	21	9	1	3	0	0
1037167	https://www.championat.com/football/_england/tournament/5025/match/1037167/	20 августа 2022, суббота. 14:30 МСК	Тоттенхэм Хотспур	Вулверхэмптон	1 : 0	11	20	10	8	8	6	2	0	50	50	8	12	8	10	2	9	13	15	2	2	0	0
1037425	https://www.championat.com/football/_england/tournament/5025/match/1037425/	12 ноября 2022, суббота. 18:00 МСК	Тоттенхэм Хотспур	Лидс Юнайтед	4 : 3	15	12	8	7	9	2	0	1	55	45	8	8	5	6	4	5	27	17	1	2	0	1
1037845	https://www.championat.com/football/_england/tournament/5025/match/1037845/	20 мая 2023, суббота. 14:30 МСК	Тоттенхэм Хотспур	Брентфорд	1 : 3	22	11	11	9	8	2	1	1	61	39	10	12	8	8	8	1	21	20	1	1	0	0
1037253	https://www.championat.com/football/_england/tournament/5025/match/1037253/	18 сентября 2022, воскресенье. 14:00 МСК	Брентфорд	Арсенал	0 : 3	5	13	10	10	3	3	3	1	36	64	11	13	4	6	0	2	18	18	0	2	0	0
1037135	https://www.championat.com/football/_england/tournament/5025/match/1037135/	13 августа 2022, суббота. 19:30 МСК	Брентфорд	Манчестер Юнайтед	4 : 0	13	15	6	15	8	2	1	2	33	67	17	7	12	6	3	4	16	22	0	4	0	0
1037267	https://www.championat.com/football/_england/tournament/5025/match/1037267/	17 сентября 2022, суббота. 19:30 МСК	Тоттенхэм Хотспур	Лестер Сити	6 : 2	17	19	9	9	6	1	1	0	44	56	9	10	7	2	4	5	17	8	1	2	0	0
1037327	https://www.championat.com/football/_england/tournament/5025/match/1037327/	15 октября 2022, суббота. 19:30 МСК	Тоттенхэм Хотспур	Эвертон	2 : 0	20	4	12	13	7	1	0	0	62	38	13	12	6	7	7	1	21	9	1	4	0	0
1037735	https://www.championat.com/football/_england/tournament/5025/match/1037735/	22 апреля 2023, суббота. 17:00 МСК	Брентфорд	Астон Вилла	1 : 1	16	14	12	8	8	4	6	3	42	58	11	18	7	9	5	1	20	8	3	2	0	0
1037693	https://www.championat.com/football/_england/tournament/5025/match/1037693/	08 апреля 2023, суббота. 17:00 МСК	Брентфорд	Ньюкасл Юнайтед	1 : 2	11	7	10	15	6	5	2	2	41	59	17	12	6	5	0	1	16	8	0	2	0	0
1037475	https://www.championat.com/football/_england/tournament/5025/match/1037475/	02 января 2023, понедельник. 20:30 МСК	Брентфорд	Ливерпуль	3 : 1	10	16	5	8	4	9	7	4	27	73	12	12	4	4	2	8	14	28	1	3	0	0
1037615	https://www.championat.com/football/_england/tournament/5025/match/1037615/	06 марта 2023, понедельник. 23:00 МСК	Брентфорд	Фулхэм	3 : 2	13	10	12	17	2	3	3	1	36	64	18	15	4	9	1	0	21	22	0	3	0	0
1037313	https://www.championat.com/football/_england/tournament/5025/match/1037313/	14 октября 2022, пятница. 22:00 МСК	Брентфорд	Брайтон энд Хоув Альбион	2 : 0	8	20	12	15	2	11	0	3	27	73	18	12	7	6	1	11	13	17	3	1	0	0
1037213	https://www.championat.com/football/_england/tournament/5025/match/1037213/	03 сентября 2022, суббота. 17:00 МСК	Брентфорд	Лидс Юнайтед	5 : 2	14	15	8	10	2	6	1	1	32	68	11	9	8	8	0	2	14	22	2	2	0	0
1037493	https://www.championat.com/football/_england/tournament/5025/match/1037493/	14 января 2023, суббота. 20:30 МСК	Брентфорд	Борнмут	2 : 0	12	7	5	9	5	3	2	1	49	51	10	7	5	9	1	2	25	21	1	1	0	0
1037775	https://www.championat.com/football/_england/tournament/5025/match/1037775/	29 апреля 2023, суббота. 17:00 МСК	Брентфорд	Ноттингем Форест	2 : 1	14	5	6	13	6	0	1	1	69	31	14	7	4	7	3	1	25	24	1	2	0	0
1037335	https://www.championat.com/football/_england/tournament/5025/match/1037335/	19 октября 2022, среда. 21:30 МСК	Брентфорд	Челси	0 : 0	8	14	7	7	6	2	2	0	34	66	7	9	5	8	1	6	18	17	0	0	0	0
1037435	https://www.championat.com/football/_england/tournament/5025/match/1037435/	26 декабря 2022, понедельник. 15:30 МСК	Брентфорд	Тоттенхэм Хотспур	2 : 2	9	16	11	10	6	5	1	4	39	61	14	12	4	5	1	5	16	24	3	1	0	0
1037637	https://www.championat.com/football/_england/tournament/5025/match/1037637/	12 марта 2023, воскресенье. 17:00 МСК	Фулхэм	Арсенал	0 : 3	12	15	10	9	4	8	2	2	45	55	11	12	6	5	4	5	21	11	0	1	0	0
1037815	https://www.championat.com/football/_england/tournament/5025/match/1037815/	14 мая 2023, воскресенье. 16:00 МСК	Брентфорд	Вест Хэм Юнайтед	2 : 0	22	5	5	5	7	5	3	3	53	47	8	8	4	11	7	0	21	18	1	0	0	0
1037175	https://www.championat.com/football/_england/tournament/5025/match/1037175/	27 августа 2022, суббота. 17:00 МСК	Брентфорд	Эвертон	1 : 1	18	14	8	8	8	5	0	2	58	42	10	8	7	12	5	5	26	10	2	2	0	0
1037277	https://www.championat.com/football/_england/tournament/5025/match/1037277/	01 октября 2022, суббота. 17:00 МСК	Фулхэм	Ньюкасл Юнайтед	1 : 4	4	20	8	9	1	8	4	8	31	69	17	12	10	3	1	5	16	14	2	0	1	0
1037573	https://www.championat.com/football/_england/tournament/5025/match/1037573/	18 февраля 2023, суббота. 18:00 МСК	Брентфорд	Кристал Пэлас	1 : 1	12	10	10	8	2	6	3	2	59	41	10	13	2	11	2	4	32	10	2	2	0	0
1037195	https://www.championat.com/football/_england/tournament/5025/match/1037195/	30 августа 2022, вторник. 21:30 МСК	Фулхэм	Брайтон энд Хоув Альбион	2 : 1	10	7	9	11	3	3	0	2	39	61	13	9	8	11	0	1	23	26	2	1	0	0
1037375	https://www.championat.com/football/_england/tournament/5025/match/1037375/	29 октября 2022, суббота. 17:00 МСК	Брентфорд	Вулверхэмптон	1 : 1	11	14	10	17	3	6	0	1	59	41	18	10	9	7	4	3	24	16	3	3	0	1
1037655	https://www.championat.com/football/_england/tournament/5025/match/1037655/	18 марта 2023, суббота. 18:00 МСК	Брентфорд	Лестер Сити	1 : 1	11	13	10	11	8	4	1	3	52	48	14	11	5	10	7	6	21	20	2	2	1	0
1037415	https://www.championat.com/football/_england/tournament/5025/match/1037415/	13 ноября 2022, воскресенье. 19:30 МСК	Фулхэм	Манчестер Юнайтед	1 : 2	14	14	9	10	10	3	1	2	52	48	12	10	5	7	2	2	21	16	1	1	0	0
1037517	https://www.championat.com/football/_england/tournament/5025/match/1037517/	23 января 2023, понедельник. 23:15 МСК	Фулхэм	Тоттенхэм Хотспур	0 : 1	10	10	10	10	3	8	2	0	53	47	10	12	6	6	2	3	32	16	1	3	0	0
1037835	https://www.championat.com/football/_england/tournament/5025/match/1037835/	20 мая 2023, суббота. 17:00 МСК	Фулхэм	Кристал Пэлас	2 : 2	10	10	13	12	7	4	2	2	49	51	14	15	7	13	3	2	20	21	3	0	0	0
1037339	https://www.championat.com/football/_england/tournament/5025/match/1037339/	20 октября 2022, четверг. 21:30 МСК	Фулхэм	Астон Вилла	3 : 0	17	10	11	11	9	7	0	3	61	39	14	11	4	10	5	2	24	17	0	2	0	1
1037237	https://www.championat.com/football/_england/tournament/5025/match/1037237/	12 января 2023, четверг. 23:00 МСК	Фулхэм	Челси	2 : 1	8	20	12	16	5	7	3	3	48	52	19	15	8	2	2	7	31	13	4	3	0	1
1037157	https://www.championat.com/football/_england/tournament/5025/match/1037157/	20 августа 2022, суббота. 17:00 МСК	Фулхэм	Брентфорд	3 : 2	17	14	13	7	6	3	5	7	44	56	14	18	8	6	6	4	20	29	3	2	0	0
1037113	https://www.championat.com/football/_england/tournament/5025/match/1037113/	06 августа 2022, суббота. 14:30 МСК	Фулхэм	Ливерпуль	2 : 2	9	11	7	9	4	4	4	4	33	67	13	11	8	5	4	3	21	34	2	0	0	0
1037597	https://www.championat.com/football/_england/tournament/5025/match/1037597/	24 февраля 2023, пятница. 23:00 МСК	Фулхэм	Вулверхэмптон	1 : 1	11	7	12	17	3	3	1	1	50	50	18	13	11	7	3	1	30	22	2	0	0	0
1037795	https://www.championat.com/football/_england/tournament/5025/match/1037795/	08 мая 2023, понедельник. 17:00 МСК	Фулхэм	Лестер Сити	5 : 3	17	18	13	15	2	7	1	4	57	43	19	14	8	7	6	5	20	16	0	3	0	0
1037315	https://www.championat.com/football/_england/tournament/5025/match/1037315/	15 октября 2022, суббота. 17:00 МСК	Фулхэм	Борнмут	2 : 2	18	10	9	11	5	6	1	0	70	30	11	10	6	9	9	0	20	13	2	0	0	0
1037381	https://www.championat.com/football/_england/tournament/5025/match/1037381/	29 октября 2022, суббота. 19:30 МСК	Фулхэм	Эвертон	0 : 0	24	9	10	7	13	4	0	5	56	44	12	10	3	13	8	2	23	17	2	1	0	0
1037111	https://www.championat.com/football/_england/tournament/5025/match/1037111/	05 августа 2022, пятница. 22:00 МСК	Кристал Пэлас	Арсенал	0 : 2	10	11	16	11	3	5	1	2	56	44	13	17	6	1	6	5	22	13	1	2	0	0
1037557	https://www.championat.com/football/_england/tournament/5025/match/1037557/	11 февраля 2023, суббота. 18:00 МСК	Фулхэм	Ноттингем Форест	2 : 0	16	9	9	11	5	4	1	3	50	50	14	10	8	12	2	2	20	23	0	1	0	0
1037593	https://www.championat.com/football/_england/tournament/5025/match/1037593/	25 февраля 2023, суббота. 22:45 МСК	Кристал Пэлас	Ливерпуль	0 : 0	5	12	11	14	5	3	4	1	36	64	15	15	5	9	1	3	22	23	2	5	0	0
1037741	https://www.championat.com/football/_england/tournament/5025/match/1037741/	22 апреля 2023, суббота. 14:30 МСК	Фулхэм	Лидс Юнайтед	2 : 1	12	10	10	15	8	6	5	2	50	50	17	15	5	3	4	4	22	12	1	4	0	0
1037695	https://www.championat.com/football/_england/tournament/5025/match/1037695/	08 апреля 2023, суббота. 17:00 МСК	Фулхэм	Вест Хэм Юнайтед	0 : 1	13	9	10	12	11	4	0	2	76	24	14	10	7	5	8	0	23	17	1	1	0	0
1037515	https://www.championat.com/football/_england/tournament/5025/match/1037515/	21 января 2023, суббота. 20:30 МСК	Кристал Пэлас	Ньюкасл Юнайтед	0 : 0	6	16	13	7	3	15	0	1	39	61	8	13	10	5	4	2	23	15	4	2	0	0
1037153	https://www.championat.com/football/_england/tournament/5025/match/1037153/	20 августа 2022, суббота. 17:00 МСК	Кристал Пэлас	Астон Вилла	3 : 1	16	11	16	14	4	2	1	1	51	49	15	17	5	12	2	2	20	16	2	1	0	0
1037555	https://www.championat.com/football/_england/tournament/5025/match/1037555/	11 февраля 2023, суббота. 18:00 МСК	Кристал Пэлас	Брайтон энд Хоув Альбион	1 : 1	6	17	10	11	1	6	3	2	25	75	13	13	8	3	3	5	15	17	4	1	0	0
1037235	https://www.championat.com/football/_england/tournament/5025/match/1037235/	18 января 2023, среда. 23:00 МСК	Кристал Пэлас	Манчестер Юнайтед	1 : 1	8	13	9	10	3	3	0	1	40	60	11	9	9	3	1	3	22	17	1	2	0	0
1037479	https://www.championat.com/football/_england/tournament/5025/match/1037479/	04 января 2023, среда. 23:00 МСК	Кристал Пэлас	Тоттенхэм Хотспур	0 : 4	19	14	11	8	10	4	1	2	47	53	10	12	6	10	6	4	12	15	1	2	0	0
1037343	https://www.championat.com/football/_england/tournament/5025/match/1037343/	18 октября 2022, вторник. 22:15 МСК	Кристал Пэлас	Вулверхэмптон	2 : 1	14	10	14	18	4	2	0	4	53	47	22	14	4	10	5	1	22	17	3	1	0	0
1037203	https://www.championat.com/football/_england/tournament/5025/match/1037203/	30 августа 2022, вторник. 21:30 МСК	Кристал Пэлас	Брентфорд	1 : 1	13	11	11	8	4	6	1	0	49	51	8	12	8	10	3	2	18	20	1	2	0	0
1037859	https://www.championat.com/football/_england/tournament/5025/match/1037859/	28 мая 2023, воскресенье. 18:30 МСК	Кристал Пэлас	Ноттингем Форест	1 : 1	16	7	10	12	5	4	2	2	66	34	14	12	4	10	4	1	20	12	0	2	0	0
1037819	https://www.championat.com/football/_england/tournament/5025/match/1037819/	13 мая 2023, суббота. 17:00 МСК	Кристал Пэлас	Борнмут	2 : 0	17	5	5	12	11	2	2	1	60	40	13	7	3	11	5	4	14	18	0	2	0	0
1037275	https://www.championat.com/football/_england/tournament/5025/match/1037275/	01 октября 2022, суббота. 17:00 МСК	Кристал Пэлас	Челси	1 : 2	7	13	10	15	5	2	1	0	35	65	15	11	10	5	0	3	15	24	1	3	0	0
1037439	https://www.championat.com/football/_england/tournament/5025/match/1037439/	26 декабря 2022, понедельник. 18:00 МСК	Кристал Пэлас	Фулхэм	0 : 3	4	23	12	15	1	7	1	2	37	63	17	13	5	3	1	6	13	19	1	0	2	0
1037779	https://www.championat.com/football/_england/tournament/5025/match/1037779/	29 апреля 2023, суббота. 14:45 МСК	Кристал Пэлас	Вест Хэм Юнайтед	4 : 3	15	8	9	17	8	5	1	1	60	40	18	10	3	10	4	2	18	28	1	2	0	0
1037739	https://www.championat.com/football/_england/tournament/5025/match/1037739/	22 апреля 2023, суббота. 17:00 МСК	Кристал Пэлас	Эвертон	0 : 0	12	10	12	15	8	1	1	3	56	44	18	13	6	7	5	1	28	23	1	2	0	1
1037679	https://www.championat.com/football/_england/tournament/5025/match/1037679/	01 апреля 2023, суббота. 17:00 МСК	Кристал Пэлас	Лестер Сити	2 : 1	31	3	12	16	10	1	1	2	51	49	18	13	1	14	14	1	27	11	3	4	0	0
1037299	https://www.championat.com/football/_england/tournament/5025/match/1037299/	09 октября 2022, воскресенье. 16:00 МСК	Кристал Пэлас	Лидс Юнайтед	2 : 1	13	10	13	23	5	3	2	2	55	45	25	15	7	9	3	4	30	32	3	3	0	0
1037857	https://www.championat.com/football/_england/tournament/5025/match/1037857/	28 мая 2023, воскресенье. 18:30 МСК	Челси	Ньюкасл Юнайтед	1 : 1	22	13	9	11	10	3	2	1	65	35	12	11	5	9	8	4	15	16	0	0	0	0
1037353	https://www.championat.com/football/_england/tournament/5025/match/1037353/	22 октября 2022, суббота. 19:30 МСК	Челси	Манчестер Юнайтед	1 : 1	6	13	8	10	6	4	2	3	47	53	13	10	11	8	1	1	20	25	1	4	0	0
1037393	https://www.championat.com/football/_england/tournament/5025/match/1037393/	06 ноября 2022, воскресенье. 15:00 МСК	Челси	Арсенал	0 : 1	5	14	20	13	4	6	3	0	44	56	13	23	14	5	3	3	16	13	5	2	0	0
1037713	https://www.championat.com/football/_england/tournament/5025/match/1037713/	15 апреля 2023, суббота. 17:00 МСК	Челси	Брайтон энд Хоув Альбион	1 : 2	8	26	11	11	2	8	1	1	41	59	12	12	9	6	1	6	13	17	2	2	0	0
1037677	https://www.championat.com/football/_england/tournament/5025/match/1037677/	01 апреля 2023, суббота. 19:30 МСК	Челси	Астон Вилла	0 : 2	28	5	14	16	13	2	2	0	69	31	16	16	3	14	6	0	19	9	3	3	0	0
1037139	https://www.championat.com/football/_england/tournament/5025/match/1037139/	14 августа 2022, воскресенье. 18:30 МСК	Челси	Тоттенхэм Хотспур	2 : 2	16	10	9	9	8	5	2	1	64	36	10	11	4	12	7	3	26	17	3	0	0	0
1037297	https://www.championat.com/football/_england/tournament/5025/match/1037297/	08 октября 2022, суббота. 17:00 МСК	Челси	Вулверхэмптон	3 : 0	20	9	8	8	4	2	3	0	59	41	8	11	7	13	3	2	19	23	2	0	0	0
1037257	https://www.championat.com/football/_england/tournament/5025/match/1037257/	04 апреля 2023, вторник. 22:00 МСК	Челси	Ливерпуль	0 : 0	12	7	6	17	3	5	4	3	49	51	20	10	2	9	2	3	17	24	1	4	0	0
1037497	https://www.championat.com/football/_england/tournament/5025/match/1037497/	15 января 2023, воскресенье. 17:00 МСК	Челси	Кристал Пэлас	1 : 0	15	10	10	17	11	7	3	1	65	35	18	13	6	7	5	3	12	24	2	5	0	0
1037217	https://www.championat.com/football/_england/tournament/5025/match/1037217/	03 сентября 2022, суббота. 17:00 МСК	Челси	Вест Хэм Юнайтед	2 : 1	7	6	6	11	10	3	1	1	69	31	12	7	2	11	2	1	17	20	4	2	0	0
1037437	https://www.championat.com/football/_england/tournament/5025/match/1037437/	27 декабря 2022, вторник. 20:30 МСК	Челси	Борнмут	2 : 0	15	9	8	10	6	8	3	1	62	38	11	11	4	9	4	1	11	13	0	0	0	0
1037817	https://www.championat.com/football/_england/tournament/5025/match/1037817/	13 мая 2023, суббота. 17:00 МСК	Челси	Ноттингем Форест	2 : 2	13	10	13	15	2	5	1	2	76	24	17	14	7	5	3	2	26	18	3	1	0	0
1037765	https://www.championat.com/football/_england/tournament/5025/match/1037765/	26 апреля 2023, среда. 21:45 МСК	Челси	Брентфорд	0 : 2	14	7	5	13	5	2	0	2	73	27	15	5	3	11	2	1	21	28	1	2	0	0
1037537	https://www.championat.com/football/_england/tournament/5025/match/1037537/	03 февраля 2023, пятница. 23:00 МСК	Челси	Фулхэм	0 : 0	12	10	16	12	6	2	3	0	66	34	12	19	5	9	3	3	21	20	1	4	0	0
1037659	https://www.championat.com/football/_england/tournament/5025/match/1037659/	18 марта 2023, суббота. 20:30 МСК	Челси	Эвертон	2 : 2	18	10	8	12	8	2	3	1	69	31	13	11	7	5	9	5	18	23	2	2	0	0
1037179	https://www.championat.com/football/_england/tournament/5025/match/1037179/	27 августа 2022, суббота. 17:00 МСК	Челси	Лестер Сити	2 : 1	6	17	10	7	3	11	3	1	46	54	8	13	9	2	1	4	18	16	2	2	1	0
1037619	https://www.championat.com/football/_england/tournament/5025/match/1037619/	04 марта 2023, суббота. 18:00 МСК	Челси	Лидс Юнайтед	1 : 0	13	11	10	7	5	7	2	2	59	41	9	12	10	12	2	3	14	16	2	0	0	0
1037469	https://www.championat.com/football/_england/tournament/5025/match/1037469/	31 декабря 2022, суббота. 15:30 МСК	Вулверхэмптон	Манчестер Юнайтед	0 : 1	10	16	11	11	7	5	1	2	46	54	13	12	6	2	6	5	18	18	1	3	0	0
1037549	https://www.championat.com/football/_england/tournament/5025/match/1037549/	04 февраля 2023, суббота. 18:00 МСК	Вулверхэмптон	Ливерпуль	3 : 0	12	22	9	7	2	7	1	2	39	61	9	10	10	4	2	10	14	31	1	1	0	0
1037189	https://www.championat.com/football/_england/tournament/5025/match/1037189/	28 августа 2022, воскресенье. 16:00 МСК	Вулверхэмптон	Ньюкасл Юнайтед	1 : 1	10	20	10	11	4	13	3	1	36	64	12	13	2	4	4	11	14	12	2	1	0	0
1037429	https://www.championat.com/football/_england/tournament/5025/match/1037429/	12 ноября 2022, суббота. 22:45 МСК	Вулверхэмптон	Арсенал	0 : 2	11	13	5	6	6	4	3	1	37	63	7	8	7	4	3	3	18	13	3	2	0	0
1037409	https://www.championat.com/football/_england/tournament/5025/match/1037409/	05 ноября 2022, суббота. 18:00 МСК	Вулверхэмптон	Брайтон энд Хоув Альбион	2 : 3	8	18	15	11	4	9	1	1	29	71	12	16	8	3	2	3	9	17	2	0	1	0
1037629	https://www.championat.com/football/_england/tournament/5025/match/1037629/	04 марта 2023, суббота. 18:00 МСК	Вулверхэмптон	Тоттенхэм Хотспур	1 : 0	7	21	11	18	4	8	3	1	46	54	19	14	6	4	0	11	11	22	1	1	0	0
1037709	https://www.championat.com/football/_england/tournament/5025/match/1037709/	08 апреля 2023, суббота. 17:00 МСК	Вулверхэмптон	Челси	1 : 0	9	13	14	10	8	8	2	1	38	62	11	16	4	5	2	8	13	19	2	5	0	0
1037809	https://www.championat.com/football/_england/tournament/5025/match/1037809/	06 мая 2023, суббота. 17:00 МСК	Вулверхэмптон	Астон Вилла	1 : 0	7	17	20	9	5	6	3	2	38	62	11	23	9	4	1	8	15	20	3	3	0	0
1037761	https://www.championat.com/football/_england/tournament/5025/match/1037761/	25 апреля 2023, вторник. 21:30 МСК	Вулверхэмптон	Кристал Пэлас	2 : 0	9	14	13	14	6	11	2	1	40	60	15	15	5	5	2	6	12	25	5	4	0	0
1037329	https://www.championat.com/football/_england/tournament/5025/match/1037329/	15 октября 2022, суббота. 17:00 МСК	Вулверхэмптон	Ноттингем Форест	1 : 0	9	10	17	13	4	5	2	1	58	42	14	19	10	8	3	3	19	18	2	2	0	0
1037729	https://www.championat.com/football/_england/tournament/5025/match/1037729/	15 апреля 2023, суббота. 17:00 МСК	Вулверхэмптон	Брентфорд	2 : 0	11	9	12	8	5	2	0	1	51	49	9	12	6	1	2	3	16	26	1	1	0	0
1037369	https://www.championat.com/football/_england/tournament/5025/match/1037369/	23 октября 2022, воскресенье. 16:00 МСК	Вулверхэмптон	Лестер Сити	0 : 4	21	5	10	13	9	2	3	3	61	39	16	13	4	11	8	0	17	21	2	1	0	0
1037149	https://www.championat.com/football/_england/tournament/5025/match/1037149/	13 августа 2022, суббота. 17:00 МСК	Вулверхэмптон	Фулхэм	0 : 0	7	9	7	14	5	3	1	0	59	41	14	8	6	7	1	1	22	24	3	3	0	0
1037509	https://www.championat.com/football/_england/tournament/5025/match/1037509/	14 января 2023, суббота. 18:00 МСК	Вулверхэмптон	Вест Хэм Юнайтед	1 : 0	17	16	10	7	4	3	4	1	58	42	8	14	6	4	7	8	18	23	0	2	0	0
1037849	https://www.championat.com/football/_england/tournament/5025/match/1037849/	20 мая 2023, суббота. 17:00 МСК	Вулверхэмптон	Эвертон	1 : 1	13	19	18	10	1	7	1	0	53	47	10	19	10	8	2	6	11	22	5	1	0	0
1037589	https://www.championat.com/football/_england/tournament/5025/match/1037589/	18 февраля 2023, суббота. 18:00 МСК	Вулверхэмптон	Борнмут	0 : 1	14	4	12	10	12	2	2	0	68	32	10	14	3	9	6	3	18	21	3	3	0	0
1037727	https://www.championat.com/football/_england/tournament/5025/match/1037727/	16 апреля 2023, воскресенье. 16:00 МСК	Вест Хэм Юнайтед	Арсенал	2 : 2	14	11	11	8	7	2	4	1	28	72	9	15	5	8	6	3	25	21	1	2	0	0
1037669	https://www.championat.com/football/_england/tournament/5025/match/1037669/	18 марта 2023, суббота. 18:00 МСК	Вулверхэмптон	Лидс Юнайтед	2 : 4	23	11	14	9	5	4	2	0	66	34	9	16	9	9	8	2	21	19	3	5	2	0
