id	url	match_date_title	team_1	team_2	total_score	shoots_in_target_1	shoots_in_target_2	falls_1	falls_2	corners_1	corners_2	off_side_1	off_side_2	possession_1	possession_2	free_kicks_1	free_kicks_2	shots_from_gate_1	shots_from_gate_2	blocked_shots_1	blocked_shots_2	outs_1	outs_2	yellow_cards_1	yellow_cards_2	red_cards_1	red_cards_2
1037541	https://www.championat.com/football/_england/tournament/5025/match/1037541/	04 февраля 2023, суббота. 18:00 МСК	Манчестер Юнайтед	Кристал Пэлас	2 : 1	13	9	9	9	5	5	1	4	54	46	13	10	4	6	4	2	20	26	1	2	1	0
1037163	https://www.championat.com/football/_england/tournament/5025/match/1037163/	22 августа 2022, понедельник. 22:00 МСК	Манчестер Юнайтед	Ливерпуль	2 : 1	12	17	11	7	6	8	2	2	30	70	9	13	16	4	4	6	15	28	3	1	0	0
1037323	https://www.championat.com/football/_england/tournament/5025/match/1037323/	16 октября 2022, воскресенье. 16:00 МСК	Манчестер Юнайтед	Ньюкасл Юнайтед	0 : 0	15	9	13	11	4	4	2	0	63	37	11	15	8	11	5	2	14	15	3	1	0	0
1037127	https://www.championat.com/football/_england/tournament/5025/match/1037127/	07 августа 2022, воскресенье. 16:00 МСК	Манчестер Юнайтед	Брайтон энд Хоув Альбион	1 : 2	17	16	7	12	6	2	3	1	63	37	13	10	12	11	7	6	20	22	4	1	0	0
1037603	https://www.championat.com/football/_england/tournament/5025/match/1037603/	05 апреля 2023, среда. 22:00 МСК	Манчестер Юнайтед	Брентфорд	1 : 0	18	6	8	13	12	3	3	1	65	35	14	11	9	10	6	1	12	11	3	2	0	0
1037349	https://www.championat.com/football/_england/tournament/5025/match/1037349/	19 октября 2022, среда. 22:15 МСК	Манчестер Юнайтед	Тоттенхэм Хотспур	2 : 0	25	7	7	7	8	3	4	0	51	49	7	11	6	12	7	2	16	17	1	0	0	0
1037387	https://www.championat.com/football/_england/tournament/5025/match/1037387/	30 октября 2022, воскресенье. 19:15 МСК	Манчестер Юнайтед	Вест Хэм Юнайтед	1 : 0	16	13	12	10	5	10	1	2	53	47	12	13	8	6	6	7	13	19	1	3	0	0
1037867	https://www.championat.com/football/_england/tournament/5025/match/1037867/	28 мая 2023, воскресенье. 18:30 МСК	Манчестер Юнайтед	Фулхэм	2 : 1	21	10	14	10	5	4	1	1	54	46	11	15	9	9	6	0	8	13	1	2	0	0
1037487	https://www.championat.com/football/_england/tournament/5025/match/1037487/	03 января 2023, вторник. 23:00 МСК	Манчестер Юнайтед	Борнмут	3 : 0	18	7	13	7	6	5	0	2	59	41	9	13	3	7	6	1	12	10	0	3	0	0
1037827	https://www.championat.com/football/_england/tournament/5025/match/1037827/	13 мая 2023, суббота. 17:00 МСК	Манчестер Юнайтед	Вулверхэмптон	2 : 0	26	5	9	9	11	7	0	1	48	52	10	9	7	13	7	0	17	21	3	2	0	0
1037447	https://www.championat.com/football/_england/tournament/5025/match/1037447/	27 декабря 2022, вторник. 23:00 МСК	Манчестер Юнайтед	Ноттингем Форест	3 : 0	17	8	13	4	9	9	1	2	66	34	6	14	5	7	6	2	15	23	3	1	0	0
1037581	https://www.championat.com/football/_england/tournament/5025/match/1037581/	19 февраля 2023, воскресенье. 17:00 МСК	Манчестер Юнайтед	Лестер Сити	3 : 0	25	19	9	9	6	6	0	1	57	43	10	9	7	10	8	7	17	15	0	2	0	0
1037703	https://www.championat.com/football/_england/tournament/5025/match/1037703/	08 апреля 2023, суббота. 14:30 МСК	Манчестер Юнайтед	Эвертон	2 : 0	29	15	10	9	10	4	3	2	64	36	11	13	5	9	8	9	20	16	0	0	0	0
1037389	https://www.championat.com/football/_england/tournament/5025/match/1037389/	29 октября 2022, суббота. 17:00 МСК	Ньюкасл Юнайтед	Астон Вилла	4 : 0	20	3	11	11	3	0	2	3	60	40	14	13	1	9	3	3	24	21	1	1	0	0
1037305	https://www.championat.com/football/_england/tournament/5025/match/1037305/	08 октября 2022, суббота. 17:00 МСК	Ньюкасл Юнайтед	Брентфорд	5 : 1	15	7	14	9	9	5	1	3	53	47	12	15	5	7	6	3	18	14	0	1	0	0
1037261	https://www.championat.com/football/_england/tournament/5025/match/1037261/	08 февраля 2023, среда. 23:00 МСК	Манчестер Юнайтед	Лидс Юнайтед	2 : 2	24	5	7	11	6	5	1	0	66	34	11	8	4	15	10	1	30	14	1	3	0	0
1037503	https://www.championat.com/football/_england/tournament/5025/match/1037503/	15 января 2023, воскресенье. 17:00 МСК	Ньюкасл Юнайтед	Фулхэм	1 : 0	21	4	6	14	10	5	2	3	63	37	17	8	4	11	9	1	19	19	1	3	0	0
1037605	https://www.championat.com/football/_england/tournament/5025/match/1037605/	18 мая 2023, четверг. 21:30 МСК	Ньюкасл Юнайтед	Брайтон энд Хоув Альбион	4 : 1	22	7	17	16	6	1	1	2	34	66	18	18	4	9	8	2	23	20	2	4	0	0
1037685	https://www.championat.com/football/_england/tournament/5025/match/1037685/	02 апреля 2023, воскресенье. 18:30 МСК	Ньюкасл Юнайтед	Манчестер Юнайтед	2 : 0	22	6	8	12	7	4	1	0	46	54	12	9	7	13	7	2	26	19	0	0	0	0
1037421	https://www.championat.com/football/_england/tournament/5025/match/1037421/	12 ноября 2022, суббота. 20:30 МСК	Ньюкасл Юнайтед	Челси	1 : 0	10	5	14	11	5	3	3	0	49	51	11	17	7	6	4	1	22	21	5	2	0	0
1037583	https://www.championat.com/football/_england/tournament/5025/match/1037583/	18 февраля 2023, суббота. 20:30 МСК	Ньюкасл Юнайтед	Ливерпуль	0 : 2	14	13	3	8	6	7	3	0	37	63	8	6	6	8	3	3	15	14	1	1	1	0
1037345	https://www.championat.com/football/_england/tournament/5025/match/1037345/	19 октября 2022, среда. 21:30 МСК	Ньюкасл Юнайтед	Эвертон	1 : 0	16	1	9	12	8	2	0	3	49	51	15	9	1	12	3	0	19	30	2	4	0	0
1037121	https://www.championat.com/football/_england/tournament/5025/match/1037121/	06 августа 2022, суббота. 17:00 МСК	Ньюкасл Юнайтед	Ноттингем Форест	2 : 0	23	5	9	14	11	1	2	0	62	38	14	11	2	11	6	2	19	24	0	3	0	0
1037223	https://www.championat.com/football/_england/tournament/5025/match/1037223/	03 сентября 2022, суббота. 17:00 МСК	Ньюкасл Юнайтед	Кристал Пэлас	0 : 0	24	19	19	12	13	5	2	1	52	48	13	21	4	11	11	6	16	18	2	2	0	0
1037801	https://www.championat.com/football/_england/tournament/5025/match/1037801/	07 мая 2023, воскресенье. 18:30 МСК	Ньюкасл Юнайтед	Арсенал	0 : 2	14	10	16	12	9	4	0	1	54	46	13	16	6	6	4	2	26	17	2	1	0	0
1037263	https://www.championat.com/football/_england/tournament/5025/match/1037263/	17 сентября 2022, суббота. 17:00 МСК	Ньюкасл Юнайтед	Борнмут	1 : 1	20	10	10	11	8	1	3	1	73	27	12	13	6	11	5	2	26	14	2	2	0	0
1037645	https://www.championat.com/football/_england/tournament/5025/match/1037645/	12 марта 2023, воскресенье. 19:30 МСК	Ньюкасл Юнайтед	Вулверхэмптон	2 : 1	19	7	11	10	10	3	0	0	42	58	10	11	7	7	8	0	23	14	1	2	0	0
1037543	https://www.championat.com/football/_england/tournament/5025/match/1037543/	04 февраля 2023, суббота. 20:30 МСК	Ньюкасл Юнайтед	Вест Хэм Юнайтед	1 : 1	7	11	11	13	4	2	0	2	63	37	15	11	7	8	3	5	19	17	2	1	0	0
1037749	https://www.championat.com/football/_england/tournament/5025/match/1037749/	23 апреля 2023, воскресенье. 16:00 МСК	Ньюкасл Юнайтед	Тоттенхэм Хотспур	6 : 1	25	11	7	13	9	3	2	0	58	42	13	9	8	5	12	3	11	21	0	3	0	0
1037461	https://www.championat.com/football/_england/tournament/5025/match/1037461/	31 декабря 2022, суббота. 18:00 МСК	Ньюкасл Юнайтед	Лидс Юнайтед	0 : 0	16	8	13	19	9	3	4	0	59	41	19	17	4	11	2	4	35	17	3	5	0	0
1037701	https://www.championat.com/football/_england/tournament/5025/match/1037701/	09 апреля 2023, воскресенье. 18:30 МСК	Ливерпуль	Арсенал	2 : 2	21	9	11	11	5	4	2	2	59	41	13	13	7	11	5	2	13	13	4	4	0	0
1037841	https://www.championat.com/football/_england/tournament/5025/match/1037841/	22 мая 2023, понедельник. 22:00 МСК	Ньюкасл Юнайтед	Лестер Сити	0 : 0	23	1	9	5	12	1	1	0	77	23	5	10	1	18	6	0	19	11	2	0	0	0
1037207	https://www.championat.com/football/_england/tournament/5025/match/1037207/	31 августа 2022, среда. 22:00 МСК	Ливерпуль	Ньюкасл Юнайтед	2 : 1	23	5	9	10	13	0	2	2	72	28	12	11	6	9	8	0	24	12	0	2	0	0
1037621	https://www.championat.com/football/_england/tournament/5025/match/1037621/	05 марта 2023, воскресенье. 19:30 МСК	Ливерпуль	Манчестер Юнайтед	7 : 0	18	8	13	14	4	3	0	4	60	40	18	13	8	10	5	1	20	22	2	3	0	0
1037283	https://www.championat.com/football/_england/tournament/5025/match/1037283/	01 октября 2022, суббота. 17:00 МСК	Ливерпуль	Брайтон энд Хоув Альбион	3 : 3	15	6	9	13	9	2	1	0	54	46	13	10	1	11	4	0	25	14	1	1	0	0
1037837	https://www.championat.com/football/_england/tournament/5025/match/1037837/	20 мая 2023, суббота. 17:00 МСК	Ливерпуль	Астон Вилла	1 : 1	10	6	16	13	9	3	4	1	66	34	14	20	3	8	4	1	23	18	3	5	0	0
1037141	https://www.championat.com/football/_england/tournament/5025/match/1037141/	15 августа 2022, понедельник. 22:00 МСК	Ливерпуль	Кристал Пэлас	1 : 1	23	6	7	8	4	2	3	2	72	28	10	10	5	16	9	0	27	18	2	4	1	0
1037347	https://www.championat.com/football/_england/tournament/5025/match/1037347/	19 октября 2022, среда. 21:30 МСК	Ливерпуль	Вест Хэм Юнайтед	1 : 0	22	8	9	8	8	3	1	0	53	47	8	10	6	9	7	1	21	21	0	0	0	0
1037523	https://www.championat.com/football/_england/tournament/5025/match/1037523/	21 января 2023, суббота. 15:30 МСК	Ливерпуль	Челси	0 : 0	11	11	16	9	5	5	5	1	48	52	10	21	12	9	3	3	19	18	3	1	0	0
1037661	https://www.championat.com/football/_england/tournament/5025/match/1037661/	03 мая 2023, среда. 22:00 МСК	Ливерпуль	Фулхэм	1 : 0	15	9	10	8	7	5	3	2	58	42	10	13	6	12	3	3	18	11	0	0	0	0
1037797	https://www.championat.com/football/_england/tournament/5025/match/1037797/	06 мая 2023, суббота. 19:30 МСК	Ливерпуль	Брентфорд	1 : 0	14	4	19	10	7	3	1	2	54	46	12	20	10	6	4	1	18	14	4	2	0	0
1037181	https://www.championat.com/football/_england/tournament/5025/match/1037181/	27 августа 2022, суббота. 17:00 МСК	Ливерпуль	Борнмут	9 : 0	19	5	6	5	8	1	3	0	71	29	5	9	3	11	1	1	19	20	0	1	0	0
1037785	https://www.championat.com/football/_england/tournament/5025/match/1037785/	30 апреля 2023, воскресенье. 18:30 МСК	Ливерпуль	Тоттенхэм Хотспур	4 : 3	12	10	12	6	4	2	0	5	69	31	11	12	4	7	4	0	22	16	3	2	0	0
1037243	https://www.championat.com/football/_england/tournament/5025/match/1037243/	01 марта 2023, среда. 23:00 МСК	Ливерпуль	Вулверхэмптон	2 : 0	14	4	13	14	5	2	1	3	57	43	17	14	3	7	3	1	27	22	2	3	0	0
1037453	https://www.championat.com/football/_england/tournament/5025/match/1037453/	31 декабря 2022, суббота. 20:30 МСК	Брайтон энд Хоув Альбион	Арсенал	2 : 4	9	14	7	11	7	4	5	0	68	32	11	12	5	8	2	4	26	13	3	3	0	0
1037137	https://www.championat.com/football/_england/tournament/5025/match/1037137/	13 августа 2022, суббота. 17:00 МСК	Брайтон энд Хоув Альбион	Ньюкасл Юнайтед	0 : 0	13	5	8	6	7	3	1	4	55	45	10	9	6	9	5	1	20	23	2	3	0	0
1037563	https://www.championat.com/football/_england/tournament/5025/match/1037563/	13 февраля 2023, понедельник. 23:00 МСК	Ливерпуль	Эвертон	2 : 0	15	6	8	16	3	3	4	2	60	40	18	12	4	8	5	2	25	18	1	3	0	0
1037457	https://www.championat.com/football/_england/tournament/5025/match/1037457/	30 декабря 2022, пятница. 23:00 МСК	Ливерпуль	Лестер Сити	2 : 1	21	7	8	15	4	5	2	5	58	42	20	10	6	11	8	2	18	14	0	1	0	0
1037385	https://www.championat.com/football/_england/tournament/5025/match/1037385/	29 октября 2022, суббота. 21:45 МСК	Ливерпуль	Лидс Юнайтед	1 : 2	23	14	9	3	14	4	0	0	69	31	3	9	5	10	3	2	19	32	0	1	0	0
1037657	https://www.championat.com/football/_england/tournament/5025/match/1037657/	04 мая 2023, четверг. 22:00 МСК	Брайтон энд Хоув Альбион	Манчестер Юнайтед	1 : 0	22	16	10	14	8	6	0	2	60	40	16	10	6	14	5	5	5	10	4	4	0	0
1037413	https://www.championat.com/football/_england/tournament/5025/match/1037413/	13 ноября 2022, воскресенье. 17:00 МСК	Брайтон энд Хоув Альбион	Астон Вилла	1 : 2	6	7	14	11	11	4	3	1	65	35	12	17	4	8	3	2	24	22	2	7	0	0
1037745	https://www.championat.com/football/_england/tournament/5025/match/1037745/	22 апреля 2023, суббота. 17:00 МСК	Ливерпуль	Ноттингем Форест	3 : 2	18	11	9	12	9	3	2	3	81	19	15	11	7	10	6	1	28	18	0	1	0	0
1037575	https://www.championat.com/football/_england/tournament/5025/match/1037575/	18 февраля 2023, суббота. 18:00 МСК	Брайтон энд Хоув Альбион	Фулхэм	0 : 1	21	5	12	14	10	2	4	0	65	35	14	16	3	12	4	3	12	9	0	5	0	0
1037675	https://www.championat.com/football/_england/tournament/5025/match/1037675/	01 апреля 2023, суббота. 17:00 МСК	Брайтон энд Хоув Альбион	Брентфорд	3 : 3	33	7	16	10	14	0	2	2	73	27	12	18	2	8	11	1	15	6	2	1	0	0
1037295	https://www.championat.com/football/_england/tournament/5025/match/1037295/	08 октября 2022, суббота. 19:30 МСК	Брайтон энд Хоув Альбион	Тоттенхэм Хотспур	0 : 1	14	8	9	14	6	2	2	2	58	42	16	11	14	7	5	1	18	14	1	2	0	0
1037495	https://www.championat.com/football/_england/tournament/5025/match/1037495/	14 января 2023, суббота. 18:00 МСК	Брайтон энд Хоув Альбион	Ливерпуль	3 : 0	16	6	8	15	7	1	4	2	62	38	17	12	4	4	4	1	21	13	1	3	0	0
1037617	https://www.championat.com/football/_england/tournament/5025/match/1037617/	04 марта 2023, суббота. 18:00 МСК	Брайтон энд Хоув Альбион	Вест Хэм Юнайтед	4 : 0	20	3	6	8	7	3	0	0	68	32	8	6	2	10	4	1	18	18	0	3	0	0
1037777	https://www.championat.com/football/_england/tournament/5025/match/1037777/	29 апреля 2023, суббота. 17:00 МСК	Брайтон энд Хоув Альбион	Вулверхэмптон	6 : 0	22	9	14	11	2	5	2	0	57	43	11	16	5	8	7	3	11	13	1	1	0	0
1037377	https://www.championat.com/football/_england/tournament/5025/match/1037377/	29 октября 2022, суббота. 17:00 МСК	Брайтон энд Хоув Альбион	Челси	4 : 1	19	15	16	6	8	7	0	0	41	59	6	16	9	9	3	4	12	22	1	2	0	0
1037177	https://www.championat.com/football/_england/tournament/5025/match/1037177/	27 августа 2022, суббота. 17:00 МСК	Брайтон энд Хоув Альбион	Лидс Юнайтед	1 : 0	12	9	10	14	5	3	2	1	44	56	15	12	7	11	1	4	28	18	2	3	0	0
1037215	https://www.championat.com/football/_england/tournament/5025/match/1037215/	04 сентября 2022, воскресенье. 16:00 МСК	Брайтон энд Хоув Альбион	Лестер Сити	5 : 2	23	6	6	8	10	1	2	3	54	46	11	8	4	10	7	1	14	17	1	1	0	0
1037337	https://www.championat.com/football/_england/tournament/5025/match/1037337/	18 октября 2022, вторник. 21:30 МСК	Брайтон энд Хоув Альбион	Ноттингем Форест	0 : 0	17	3	10	14	9	1	1	0	70	30	14	11	6	12	5	0	29	20	3	1	0	0
1037535	https://www.championat.com/football/_england/tournament/5025/match/1037535/	04 февраля 2023, суббота. 18:00 МСК	Брайтон энд Хоув Альбион	Борнмут	1 : 0	20	12	14	7	7	3	0	1	71	29	8	14	11	9	7	3	11	18	3	1	0	0
1037255	https://www.championat.com/football/_england/tournament/5025/match/1037255/	15 марта 2023, среда. 22:30 МСК	Брайтон энд Хоув Альбион	Кристал Пэлас	1 : 0	10	10	13	20	1	4	2	0	57	43	20	15	4	9	1	2	20	13	1	2	0	0
1037793	https://www.championat.com/football/_england/tournament/5025/match/1037793/	08 мая 2023, понедельник. 19:30 МСК	Брайтон энд Хоув Альбион	Эвертон	1 : 5	22	10	11	13	15	1	1	1	77	23	14	12	2	12	8	4	23	6	1	5	0	0
1037853	https://www.championat.com/football/_england/tournament/5025/match/1037853/	28 мая 2023, воскресенье. 18:30 МСК	Астон Вилла	Брайтон энд Хоув Альбион	2 : 1	12	8	15	16	3	3	0	6	41	59	22	15	8	12	2	1	20	13	4	4	0	0
1037571	https://www.championat.com/football/_england/tournament/5025/match/1037571/	18 февраля 2023, суббота. 15:30 МСК	Астон Вилла	Арсенал	2 : 4	7	20	13	4	2	9	0	2	33	67	6	13	12	2	1	7	12	36	2	2	0	0
1037391	https://www.championat.com/football/_england/tournament/5025/match/1037391/	06 ноября 2022, воскресенье. 17:00 МСК	Астон Вилла	Манчестер Юнайтед	3 : 1	6	7	6	12	3	5	0	3	42	58	15	6	5	8	0	3	14	21	3	3	0	0
1037711	https://www.championat.com/football/_england/tournament/5025/match/1037711/	15 апреля 2023, суббота. 14:30 МСК	Астон Вилла	Ньюкасл Юнайтед	3 : 0	14	8	13	15	7	2	1	4	52	48	19	14	6	7	2	3	20	17	1	1	0	0
1037433	https://www.championat.com/football/_england/tournament/5025/match/1037433/	26 декабря 2022, понедельник. 20:30 МСК	Астон Вилла	Ливерпуль	1 : 3	12	16	7	12	0	6	3	3	47	53	15	10	12	3	3	1	13	15	0	0	0	0
1037813	https://www.championat.com/football/_england/tournament/5025/match/1037813/	13 мая 2023, суббота. 17:00 МСК	Астон Вилла	Тоттенхэм Хотспур	2 : 1	7	4	9	14	8	3	2	9	49	51	23	11	4	7	0	0	7	14	3	3	0	0
1037311	https://www.championat.com/football/_england/tournament/5025/match/1037311/	16 октября 2022, воскресенье. 16:00 МСК	Астон Вилла	Челси	0 : 2	18	8	12	11	7	1	3	1	41	59	12	15	2	10	4	1	23	19	0	3	0	0
