id	url	match_date_title	team_1	team_2	total_score	shoots_in_target_1	shoots_in_target_2	falls_1	falls_2	corners_1	corners_2	off_side_1	off_side_2	possession_1	possession_2	free_kicks_1	free_kicks_2	shots_from_gate_1	shots_from_gate_2	blocked_shots_1	blocked_shots_2	outs_1	outs_2	yellow_cards_1	yellow_cards_2	red_cards_1	red_cards_2
1103255	https://www.championat.com/football/_england/tournament/5467/match/1103255/	28 октября 2023, суббота. 14:30 МСК	Челси	Брентфорд	0 : 2	16	7	12	7	10	1	0	0	69	31	7	12	3	13	7	1	27	19	1	4	0	0
1103381	https://www.championat.com/football/_england/tournament/5467/match/1103381/	02 сентября 2023, суббота. 17:00 МСК	Челси	Ноттингем Форест	0 : 1	21	6	10	9	7	0	2	3	73	27	12	12	5	13	13	0	25	15	3	4	0	0
1102787	https://www.championat.com/football/_england/tournament/5467/match/1102787/	15 апреля 2024, понедельник. 22:00 МСК	Челси	Эвертон	6 : 0	14	10	5	21	4	8	0	4	59	41	25	5	9	3	2	2	15	19	1	4	0	0
1103171	https://www.championat.com/football/_england/tournament/5467/match/1103171/	02 декабря 2023, суббота. 23:00 МСК	Ньюкасл Юнайтед	Манчестер Юнайтед	1 : 0	22	8	5	13	7	3	0	1	58	42	14	5	4	11	7	5	17	19	1	2	0	0
1102941	https://www.championat.com/football/_england/tournament/5467/match/1102941/	17 февраля 2024, суббота. 18:00 МСК	Ньюкасл Юнайтед	Борнмут	2 : 2	17	12	9	22	4	2	0	3	63	37	25	9	9	15	2	1	21	14	1	3	0	0
1102899	https://www.championat.com/football/_england/tournament/5467/match/1102899/	02 марта 2024, суббота. 18:00 МСК	Ньюкасл Юнайтед	Вулверхэмптон	3 : 0	14	12	8	11	3	5	0	2	45	55	13	8	6	4	3	4	22	27	0	1	0	0
1102711	https://www.championat.com/football/_england/tournament/5467/match/1102711/	11 мая 2024, суббота. 17:00 МСК	Ньюкасл Юнайтед	Брайтон энд Хоув Альбион	1 : 1	18	15	9	16	8	4	3	1	55	45	17	12	6	10	6	7	21	10	3	4	0	0
1103353	https://www.championat.com/football/_england/tournament/5467/match/1103353/	16 сентября 2023, суббота. 19:30 МСК	Ньюкасл Юнайтед	Брентфорд	1 : 0	10	11	8	12	8	3	0	1	55	45	13	8	10	7	4	5	26	21	3	5	0	0
1102801	https://www.championat.com/football/_england/tournament/5467/match/1102801/	13 апреля 2024, суббота. 14:30 МСК	Ньюкасл Юнайтед	Тоттенхэм Хотспур	4 : 0	18	11	14	12	16	3	1	3	27	73	15	15	6	10	5	5	13	19	0	4	0	0
1103423	https://www.championat.com/football/_england/tournament/5467/match/1103423/	12 августа 2023, суббота. 19:30 МСК	Ньюкасл Юнайтед	Астон Вилла	5 : 1	17	16	12	17	6	5	2	0	55	45	17	14	8	4	2	3	11	19	4	4	0	0
1102979	https://www.championat.com/football/_england/tournament/5467/match/1102979/	03 февраля 2024, суббота. 18:00 МСК	Ньюкасл Юнайтед	Лутон Таун	4 : 4	19	11	13	16	8	2	0	0	53	47	16	13	1	9	9	3	27	15	2	2	0	0
1103309	https://www.championat.com/football/_england/tournament/5467/match/1103309/	30 сентября 2023, суббота. 17:00 МСК	Ньюкасл Юнайтед	Бёрнли	2 : 0	20	8	7	15	5	3	1	3	54	46	18	8	2	9	6	5	18	19	1	3	0	0
1102803	https://www.championat.com/football/_england/tournament/5467/match/1102803/	07 апреля 2024, воскресенье. 17:30 МСК	Манчестер Юнайтед	Ливерпуль	2 : 2	9	28	9	10	6	11	3	2	38	62	12	12	11	3	2	11	10	20	5	2	0	0
1103083	https://www.championat.com/football/_england/tournament/5467/match/1103083/	26 декабря 2023, вторник. 23:00 МСК	Манчестер Юнайтед	Астон Вилла	3 : 2	13	10	10	10	3	6	9	0	46	54	10	19	3	4	3	4	17	23	1	3	0	0
1103139	https://www.championat.com/football/_england/tournament/5467/match/1103139/	06 декабря 2023, среда. 23:15 МСК	Манчестер Юнайтед	Челси	2 : 1	28	13	12	12	12	4	3	1	45	55	13	15	7	12	8	3	12	15	4	0	0	0
1103313	https://www.championat.com/football/_england/tournament/5467/match/1103313/	30 сентября 2023, суббота. 17:00 МСК	Манчестер Юнайтед	Кристал Пэлас	0 : 1	18	8	10	8	10	4	2	0	75	25	8	12	7	11	6	2	30	18	3	2	0	0
1103103	https://www.championat.com/football/_england/tournament/5467/match/1103103/	16 декабря 2023, суббота. 18:00 МСК	Ньюкасл Юнайтед	Фулхэм	3 : 0	28	6	7	12	5	1	2	0	71	29	12	9	3	14	7	0	18	13	0	2	0	1
1103355	https://www.championat.com/football/_england/tournament/5467/match/1103355/	16 сентября 2023, суббота. 17:00 МСК	Манчестер Юнайтед	Брайтон энд Хоув Альбион	1 : 3	14	10	8	9	8	1	4	1	42	58	10	12	4	8	6	0	10	10	2	2	0	0
1102841	https://www.championat.com/football/_england/tournament/5467/match/1102841/	02 апреля 2024, вторник. 21:30 МСК	Ньюкасл Юнайтед	Эвертон	1 : 1	16	9	9	14	7	3	2	0	58	42	14	11	9	5	6	1	19	27	0	3	0	0
1103055	https://www.championat.com/football/_england/tournament/5467/match/1103055/	26 декабря 2023, вторник. 15:30 МСК	Ньюкасл Юнайтед	Ноттингем Форест	1 : 3	21	15	10	11	10	2	0	1	62	38	12	10	10	12	7	4	21	17	3	3	0	0
1102763	https://www.championat.com/football/_england/tournament/5467/match/1102763/	15 мая 2024, среда. 22:00 МСК	Манчестер Юнайтед	Ньюкасл Юнайтед	3 : 2	17	21	16	7	9	9	1	2	45	55	9	17	8	7	5	6	14	14	3	3	0	0
1103285	https://www.championat.com/football/_england/tournament/5467/match/1103285/	07 октября 2023, суббота. 17:00 МСК	Манчестер Юнайтед	Брентфорд	2 : 1	21	11	10	17	7	5	4	0	62	38	17	14	10	10	4	1	32	14	0	5	0	0
1103123	https://www.championat.com/football/_england/tournament/5467/match/1103123/	09 декабря 2023, суббота. 18:00 МСК	Манчестер Юнайтед	Борнмут	0 : 3	20	10	7	10	10	4	1	2	69	31	12	8	6	7	13	2	21	17	3	1	0	0
1103189	https://www.championat.com/football/_england/tournament/5467/match/1103189/	11 ноября 2023, суббота. 18:00 МСК	Манчестер Юнайтед	Лутон Таун	1 : 0	15	10	9	11	11	3	1	1	65	35	12	10	4	13	3	4	20	16	0	2	0	0
1102709	https://www.championat.com/football/_england/tournament/5467/match/1102709/	12 мая 2024, воскресенье. 18:30 МСК	Манчестер Юнайтед	Арсенал	0 : 1	13	10	5	6	4	7	2	0	54	46	6	7	7	7	5	2	16	18	0	2	0	0
1103041	https://www.championat.com/football/_england/tournament/5467/match/1103041/	14 января 2024, воскресенье. 19:30 МСК	Манчестер Юнайтед	Тоттенхэм Хотспур	2 : 2	9	16	8	5	8	13	3	4	37	63	9	11	6	7	3	4	18	20	2	1	0	0
1102889	https://www.championat.com/football/_england/tournament/5467/match/1102889/	09 марта 2024, суббота. 15:30 МСК	Манчестер Юнайтед	Эвертон	2 : 0	15	23	13	11	5	8	6	1	50	50	12	19	17	4	4	10	12	16	1	2	0	0
1103001	https://www.championat.com/football/_england/tournament/5467/match/1103001/	04 февраля 2024, воскресенье. 17:00 МСК	Манчестер Юнайтед	Вест Хэм Юнайтед	3 : 0	12	22	10	5	5	8	1	0	51	49	5	11	10	6	2	9	13	19	0	1	0	0
1102859	https://www.championat.com/football/_england/tournament/5467/match/1102859/	17 марта 2024, воскресенье. 17:00 МСК	Вест Хэм Юнайтед	Астон Вилла	1 : 1	13	13	13	12	7	10	4	2	30	70	14	17	3	7	3	4	11	16	3	3	0	0
1103409	https://www.championat.com/football/_england/tournament/5467/match/1103409/	20 августа 2023, воскресенье. 18:30 МСК	Вест Хэм Юнайтед	Челси	3 : 1	11	14	12	9	3	9	3	2	23	77	11	15	10	5	2	4	15	17	3	3	1	0
1102929	https://www.championat.com/football/_england/tournament/5467/match/1102929/	24 февраля 2024, суббота. 18:00 МСК	Манчестер Юнайтед	Фулхэм	1 : 2	21	17	6	11	10	9	2	1	56	44	12	8	12	8	6	5	16	18	2	5	0	0
1103287	https://www.championat.com/football/_england/tournament/5467/match/1103287/	08 октября 2023, воскресенье. 16:00 МСК	Вест Хэм Юнайтед	Ньюкасл Юнайтед	2 : 2	5	10	11	18	4	2	2	1	40	60	19	13	9	4	0	1	15	19	3	3	0	0
1103419	https://www.championat.com/football/_england/tournament/5467/match/1103419/	14 августа 2023, понедельник. 22:00 МСК	Манчестер Юнайтед	Вулверхэмптон	1 : 0	15	21	14	10	8	7	1	3	56	44	13	15	8	9	9	10	15	16	2	3	0	0
1102957	https://www.championat.com/football/_england/tournament/5467/match/1102957/	11 февраля 2024, воскресенье. 17:00 МСК	Вест Хэм Юнайтед	Арсенал	0 : 6	5	25	17	11	2	6	2	2	29	71	13	19	10	1	4	4	16	11	4	0	0	0
1102739	https://www.championat.com/football/_england/tournament/5467/match/1102739/	27 апреля 2024, суббота. 14:30 МСК	Вест Хэм Юнайтед	Ливерпуль	2 : 2	11	28	8	10	4	8	1	4	29	71	14	9	14	3	1	6	15	21	0	2	0	0
1103099	https://www.championat.com/football/_england/tournament/5467/match/1103099/	23 декабря 2023, суббота. 15:30 МСК	Вест Хэм Юнайтед	Манчестер Юнайтед	2 : 0	10	10	13	15	4	4	1	1	34	66	16	14	9	3	1	3	15	26	2	3	0	0
1103161	https://www.championat.com/football/_england/tournament/5467/match/1103161/	03 декабря 2023, воскресенье. 17:00 МСК	Вест Хэм Юнайтед	Кристал Пэлас	1 : 1	9	9	17	7	2	3	2	0	55	45	7	19	5	6	2	4	27	17	2	0	0	0
1103397	https://www.championat.com/football/_england/tournament/5467/match/1103397/	26 августа 2023, суббота. 17:00 МСК	Манчестер Юнайтед	Ноттингем Форест	3 : 2	18	9	13	11	11	3	3	2	69	31	13	16	3	9	5	2	14	15	4	4	0	1
1103039	https://www.championat.com/football/_england/tournament/5467/match/1103039/	02 января 2024, вторник. 22:30 МСК	Вест Хэм Юнайтед	Брайтон энд Хоув Альбион	0 : 0	6	22	4	6	2	0	3	1	32	68	7	7	10	8	0	5	17	20	1	0	0	0
1102783	https://www.championat.com/football/_england/tournament/5467/match/1102783/	14 апреля 2024, воскресенье. 16:00 МСК	Вест Хэм Юнайтед	Фулхэм	0 : 2	15	18	6	13	8	3	1	0	58	42	13	7	5	13	3	3	19	10	1	2	0	0
1102747	https://www.championat.com/football/_england/tournament/5467/match/1102747/	27 апреля 2024, суббота. 17:00 МСК	Манчестер Юнайтед	Бёрнли	1 : 1	27	16	7	11	6	5	0	2	47	53	13	7	9	15	9	4	19	10	1	3	0	0
1102917	https://www.championat.com/football/_england/tournament/5467/match/1102917/	26 февраля 2024, понедельник. 23:00 МСК	Вест Хэм Юнайтед	Брентфорд	4 : 2	17	14	5	9	1	7	2	4	41	59	13	7	5	11	1	5	16	28	1	2	0	0
1102875	https://www.championat.com/football/_england/tournament/5467/match/1102875/	10 марта 2024, воскресенье. 17:00 МСК	Вест Хэм Юнайтед	Бёрнли	2 : 2	22	11	11	18	4	3	5	2	52	48	20	16	4	13	6	6	25	19	2	4	0	0
1102833	https://www.championat.com/football/_england/tournament/5467/match/1102833/	02 апреля 2024, вторник. 22:15 МСК	Вест Хэм Юнайтед	Тоттенхэм Хотспур	1 : 1	11	13	13	9	9	5	3	1	32	68	10	16	5	7	3	4	19	19	1	4	0	0
1103413	https://www.championat.com/football/_england/tournament/5467/match/1103413/	21 августа 2023, понедельник. 22:00 МСК	Кристал Пэлас	Арсенал	0 : 1	13	14	14	10	1	8	0	2	38	62	12	14	6	7	6	4	16	13	2	2	0	1
1103105	https://www.championat.com/football/_england/tournament/5467/match/1103105/	17 декабря 2023, воскресенье. 17:00 МСК	Вест Хэм Юнайтед	Вулверхэмптон	3 : 0	13	14	12	15	6	5	1	2	44	56	17	13	5	7	4	7	16	12	3	1	0	0
1103213	https://www.championat.com/football/_england/tournament/5467/match/1103213/	12 ноября 2023, воскресенье. 17:00 МСК	Вест Хэм Юнайтед	Ноттингем Форест	3 : 2	15	9	9	12	9	4	1	0	54	46	12	10	3	7	4	2	13	21	2	2	0	0
1102743	https://www.championat.com/football/_england/tournament/5467/match/1102743/	06 мая 2024, понедельник. 22:00 МСК	Кристал Пэлас	Манчестер Юнайтед	4 : 0	18	7	12	8	6	2	2	1	43	57	9	14	6	4	5	3	20	17	1	1	0	0
1102771	https://www.championat.com/football/_england/tournament/5467/match/1102771/	21 апреля 2024, воскресенье. 17:00 МСК	Кристал Пэлас	Вест Хэм Юнайтед	5 : 2	18	4	9	9	4	0	0	5	62	38	14	9	3	9	2	1	22	25	3	2	0	0
1103093	https://www.championat.com/football/_england/tournament/5467/match/1103093/	21 декабря 2023, четверг. 23:00 МСК	Кристал Пэлас	Брайтон энд Хоув Альбион	1 : 1	11	18	12	11	3	1	1	2	35	65	13	13	12	6	5	5	17	11	5	2	0	0
1103027	https://www.championat.com/football/_england/tournament/5467/match/1103027/	01 февраля 2024, четверг. 22:30 МСК	Вест Хэм Юнайтед	Борнмут	1 : 1	9	9	13	11	1	5	1	3	49	51	14	14	6	8	3	2	23	28	1	3	0	0
1102697	https://www.championat.com/football/_england/tournament/5467/match/1102697/	19 мая 2024, воскресенье. 18:00 МСК	Кристал Пэлас	Астон Вилла	5 : 0	14	6	10	8	2	4	3	1	55	45	9	13	4	7	2	0	10	17	1	4	0	0
1103247	https://www.championat.com/football/_england/tournament/5467/match/1103247/	29 октября 2023, воскресенье. 16:00 МСК	Вест Хэм Юнайтед	Эвертон	0 : 1	12	10	7	11	4	3	1	3	63	37	14	8	5	8	4	2	32	17	4	1	0	0
1103251	https://www.championat.com/football/_england/tournament/5467/match/1103251/	27 октября 2023, пятница. 22:00 МСК	Кристал Пэлас	Тоттенхэм Хотспур	1 : 2	12	9	19	11	11	2	1	3	24	76	14	20	4	7	5	5	19	19	2	1	0	0
1102991	https://www.championat.com/football/_england/tournament/5467/match/1102991/	12 февраля 2024, понедельник. 23:00 МСК	Кристал Пэлас	Челси	1 : 3	13	14	14	7	1	7	2	4	23	77	11	16	7	5	5	5	13	26	2	2	0	0
1103215	https://www.championat.com/football/_england/tournament/5467/match/1103215/	11 ноября 2023, суббота. 18:00 МСК	Кристал Пэлас	Эвертон	2 : 3	13	8	9	18	9	2	4	0	66	34	18	13	5	8	6	1	22	23	1	4	0	0
1102701	https://www.championat.com/football/_england/tournament/5467/match/1102701/	11 мая 2024, суббота. 17:00 МСК	Вест Хэм Юнайтед	Лутон Таун	3 : 1	24	4	9	15	7	6	2	0	58	42	15	11	4	9	6	2	20	16	1	3	0	0
1103143	https://www.championat.com/football/_england/tournament/5467/match/1103143/	06 декабря 2023, среда. 22:30 МСК	Кристал Пэлас	Борнмут	0 : 2	15	8	10	17	3	9	0	0	59	41	17	10	6	8	5	1	25	19	1	3	0	0
1103131	https://www.championat.com/football/_england/tournament/5467/match/1103131/	09 декабря 2023, суббота. 15:30 МСК	Кристал Пэлас	Ливерпуль	1 : 2	7	14	17	17	6	5	0	6	24	76	23	17	11	2	2	6	13	20	6	2	1	0
1102943	https://www.championat.com/football/_england/tournament/5467/match/1102943/	24 февраля 2024, суббота. 18:00 МСК	Кристал Пэлас	Бёрнли	3 : 0	15	2	8	13	12	3	6	3	56	44	16	14	1	10	3	1	19	20	3	1	0	1
1102887	https://www.championat.com/football/_england/tournament/5467/match/1102887/	24 апреля 2024, среда. 22:00 МСК	Кристал Пэлас	Ньюкасл Юнайтед	2 : 0	20	7	10	15	7	2	5	2	47	53	17	15	5	11	8	3	23	19	3	3	0	0
1102831	https://www.championat.com/football/_england/tournament/5467/match/1102831/	06 апреля 2024, суббота. 19:30 МСК	Брайтон энд Хоув Альбион	Арсенал	0 : 3	10	20	14	13	8	7	2	2	54	46	15	16	6	6	3	5	14	16	1	2	0	0
1103075	https://www.championat.com/football/_england/tournament/5467/match/1103075/	30 декабря 2023, суббота. 18:00 МСК	Кристал Пэлас	Брентфорд	3 : 1	13	9	14	10	7	4	1	1	48	52	11	15	3	8	3	1	20	19	0	1	0	0
1103327	https://www.championat.com/football/_england/tournament/5467/match/1103327/	23 сентября 2023, суббота. 17:00 МСК	Кристал Пэлас	Фулхэм	0 : 0	7	10	10	15	3	2	3	1	52	48	16	13	6	2	2	3	18	15	3	2	0	0
1102733	https://www.championat.com/football/_england/tournament/5467/match/1102733/	05 мая 2024, воскресенье. 16:00 МСК	Брайтон энд Хоув Альбион	Астон Вилла	1 : 0	15	2	13	10	7	3	4	1	52	48	11	17	4	8	4	0	13	16	2	1	0	0
1102793	https://www.championat.com/football/_england/tournament/5467/match/1102793/	15 мая 2024, среда. 21:45 МСК	Брайтон энд Хоув Альбион	Челси	1 : 2	11	13	13	14	4	6	1	1	54	46	15	14	3	7	2	4	14	5	2	2	0	1
1102903	https://www.championat.com/football/_england/tournament/5467/match/1102903/	09 марта 2024, суббота. 18:00 МСК	Кристал Пэлас	Лутон Таун	1 : 1	21	8	20	11	8	6	0	1	50	50	12	20	8	12	8	1	18	23	2	3	0	0
1103367	https://www.championat.com/football/_england/tournament/5467/match/1103367/	03 сентября 2023, воскресенье. 16:00 МСК	Кристал Пэлас	Вулверхэмптон	3 : 2	16	12	12	12	4	2	1	2	42	58	14	13	13	7	1	2	16	21	1	3	0	0
1103091	https://www.championat.com/football/_england/tournament/5467/match/1103091/	28 декабря 2023, четверг. 22:30 МСК	Брайтон энд Хоув Альбион	Тоттенхэм Хотспур	4 : 2	15	22	18	6	7	6	2	5	46	54	11	20	12	3	3	9	12	23	3	2	0	0
1103377	https://www.championat.com/football/_england/tournament/5467/match/1103377/	02 сентября 2023, суббота. 19:30 МСК	Брайтон энд Хоув Альбион	Ньюкасл Юнайтед	3 : 1	15	9	14	17	5	3	5	0	59	41	17	19	9	7	4	3	13	11	4	4	0	0
1103401	https://www.championat.com/football/_england/tournament/5467/match/1103401/	26 августа 2023, суббота. 19:30 МСК	Брайтон энд Хоув Альбион	Вест Хэм Юнайтед	1 : 3	25	12	10	9	17	4	1	2	82	18	11	11	5	12	9	1	15	8	1	3	0	0
1103337	https://www.championat.com/football/_england/tournament/5467/match/1103337/	24 сентября 2023, воскресенье. 16:00 МСК	Брайтон энд Хоув Альбион	Борнмут	3 : 1	11	12	12	17	4	4	1	1	63	37	18	13	5	5	4	4	14	11	3	3	0	0
1103295	https://www.championat.com/football/_england/tournament/5467/match/1103295/	08 октября 2023, воскресенье. 16:00 МСК	Брайтон энд Хоув Альбион	Ливерпуль	2 : 2	14	14	12	20	8	1	1	0	45	55	20	13	5	6	6	5	17	13	1	2	0	0
1103293	https://www.championat.com/football/_england/tournament/5467/match/1103293/	07 октября 2023, суббота. 19:30 МСК	Кристал Пэлас	Ноттингем Форест	0 : 0	8	16	7	12	3	7	0	2	50	50	14	7	4	6	2	4	13	15	0	1	0	0
1103051	https://www.championat.com/football/_england/tournament/5467/match/1103051/	22 января 2024, понедельник. 22:45 МСК	Брайтон энд Хоув Альбион	Вулверхэмптон	0 : 0	11	8	10	13	8	2	3	1	72	28	14	13	8	4	6	0	17	12	1	4	0	0
1103011	https://www.championat.com/football/_england/tournament/5467/match/1103011/	03 февраля 2024, суббота. 18:00 МСК	Брайтон энд Хоув Альбион	Кристал Пэлас	4 : 1	13	7	8	14	3	2	2	2	70	30	16	10	1	2	7	1	13	17	1	3	0	0
1102897	https://www.championat.com/football/_england/tournament/5467/match/1102897/	10 марта 2024, воскресенье. 17:00 МСК	Брайтон энд Хоув Альбион	Ноттингем Форест	1 : 0	10	9	14	14	6	3	1	1	64	36	15	15	10	7	2	1	7	15	4	4	0	0
1103321	https://www.championat.com/football/_england/tournament/5467/match/1103321/	30 сентября 2023, суббота. 17:00 МСК	Борнмут	Арсенал	0 : 4	9	15	11	10	6	6	2	0	39	61	10	13	3	7	5	4	17	12	0	1	0	0
1103197	https://www.championat.com/football/_england/tournament/5467/match/1103197/	03 декабря 2023, воскресенье. 17:00 МСК	Борнмут	Астон Вилла	2 : 2	17	10	16	12	7	7	3	2	37	63	14	19	3	4	5	4	17	21	5	3	0	0
1102695	https://www.championat.com/football/_england/tournament/5467/match/1102695/	19 мая 2024, воскресенье. 18:00 МСК	Брайтон энд Хоув Альбион	Манчестер Юнайтед	0 : 2	17	11	10	9	7	5	0	1	54	46	10	10	4	10	9	5	12	9	1	3	0	0
1102935	https://www.championat.com/football/_england/tournament/5467/match/1102935/	24 февраля 2024, суббота. 18:00 МСК	Брайтон энд Хоув Альбион	Эвертон	1 : 1	21	8	9	14	11	3	1	3	64	36	17	10	6	9	11	2	14	16	2	3	1	0
1103439	https://www.championat.com/football/_england/tournament/5467/match/1103439/	12 августа 2023, суббота. 17:00 МСК	Борнмут	Вест Хэм Юнайтед	1 : 1	14	16	9	14	10	4	0	2	65	35	16	9	8	12	3	4	20	22	1	4	0	0
1103253	https://www.championat.com/football/_england/tournament/5467/match/1103253/	29 октября 2023, воскресенье. 17:00 МСК	Брайтон энд Хоув Альбион	Фулхэм	1 : 1	18	10	12	8	7	3	0	1	71	29	9	12	7	8	3	1	13	14	0	3	0	0
1103141	https://www.championat.com/football/_england/tournament/5467/match/1103141/	09 декабря 2023, суббота. 18:00 МСК	Брайтон энд Хоув Альбион	Бёрнли	1 : 1	30	7	5	8	9	1	2	1	71	29	9	7	5	13	7	2	18	12	0	4	0	0
1102755	https://www.championat.com/football/_england/tournament/5467/match/1102755/	28 апреля 2024, воскресенье. 16:00 МСК	Борнмут	Брайтон энд Хоув Альбион	3 : 0	15	14	14	10	8	2	1	1	30	70	11	15	12	5	5	6	18	21	2	2	0	0
1103071	https://www.championat.com/football/_england/tournament/5467/match/1103071/	26 декабря 2023, вторник. 18:00 МСК	Борнмут	Фулхэм	3 : 0	16	8	10	10	6	5	3	0	42	58	10	13	5	5	8	4	20	23	0	2	0	0
1103363	https://www.championat.com/football/_england/tournament/5467/match/1103363/	17 сентября 2023, воскресенье. 16:00 МСК	Борнмут	Челси	0 : 0	13	16	14	20	1	7	1	2	35	65	22	15	7	12	6	4	18	15	1	5	0	0
1103165	https://www.championat.com/football/_england/tournament/5467/match/1103165/	06 декабря 2023, среда. 22:30 МСК	Брайтон энд Хоув Альбион	Брентфорд	2 : 1	18	8	10	8	7	3	1	2	63	37	10	11	3	10	4	3	17	14	3	1	0	0
1103429	https://www.championat.com/football/_england/tournament/5467/match/1103429/	12 августа 2023, суббота. 17:00 МСК	Брайтон энд Хоув Альбион	Лутон Таун	4 : 1	27	9	11	12	6	7	2	3	72	28	15	13	8	11	5	2	16	11	2	2	0	0
1102835	https://www.championat.com/football/_england/tournament/5467/match/1102835/	02 апреля 2024, вторник. 21:45 МСК	Борнмут	Кристал Пэлас	1 : 0	11	3	13	14	9	2	0	4	50	50	18	13	1	7	2	0	27	26	3	2	0	0
1102715	https://www.championat.com/football/_england/tournament/5467/match/1102715/	11 мая 2024, суббота. 17:00 МСК	Борнмут	Брентфорд	1 : 2	13	11	16	12	3	8	1	0	48	52	12	17	5	10	2	4	21	16	2	2	0	0
1103029	https://www.championat.com/football/_england/tournament/5467/match/1103029/	21 января 2024, воскресенье. 19:30 МСК	Борнмут	Ливерпуль	0 : 4	11	14	9	12	8	5	1	0	39	61	12	10	10	7	6	3	23	23	1	2	0	0
1102995	https://www.championat.com/football/_england/tournament/5467/match/1102995/	04 февраля 2024, воскресенье. 17:00 МСК	Борнмут	Ноттингем Форест	1 : 1	8	9	19	12	11	6	1	1	45	55	13	20	4	4	6	0	29	16	3	2	1	0
1103407	https://www.championat.com/football/_england/tournament/5467/match/1103407/	26 августа 2023, суббота. 14:30 МСК	Борнмут	Тоттенхэм Хотспур	0 : 2	11	17	18	11	6	2	3	0	45	55	11	21	9	6	3	4	21	18	1	3	0	0
1103193	https://www.championat.com/football/_england/tournament/5467/match/1103193/	11 ноября 2023, суббота. 20:30 МСК	Борнмут	Ньюкасл Юнайтед	2 : 0	20	9	11	4	6	5	0	2	48	52	6	11	5	7	3	0	26	10	2	1	0	0
1102795	https://www.championat.com/football/_england/tournament/5467/match/1102795/	13 апреля 2024, суббота. 19:30 МСК	Борнмут	Манчестер Юнайтед	2 : 2	20	8	13	14	7	2	1	2	43	57	16	14	7	13	6	2	21	16	4	0	0	0
1103263	https://www.championat.com/football/_england/tournament/5467/match/1103263/	28 октября 2023, суббота. 17:00 МСК	Борнмут	Бёрнли	2 : 1	13	6	9	12	10	5	3	1	45	55	13	12	2	11	3	1	19	25	2	3	0	0
1103047	https://www.championat.com/football/_england/tournament/5467/match/1103047/	31 декабря 2023, воскресенье. 17:00 МСК	Фулхэм	Арсенал	2 : 1	15	13	11	10	5	4	4	0	40	60	10	15	13	5	6	3	10	9	4	1	0	0
1103281	https://www.championat.com/football/_england/tournament/5467/match/1103281/	21 октября 2023, суббота. 17:00 МСК	Борнмут	Вулверхэмптон	1 : 2	7	20	15	10	3	12	0	1	34	66	11	15	12	4	2	5	26	17	2	6	1	0
1102805	https://www.championat.com/football/_england/tournament/5467/match/1102805/	06 апреля 2024, суббота. 17:00 МСК	Фулхэм	Ньюкасл Юнайтед	0 : 1	16	12	10	13	14	3	0	2	67	33	15	10	7	12	5	2	18	11	1	2	0	0
1102853	https://www.championat.com/football/_england/tournament/5467/match/1102853/	30 марта 2024, суббота. 18:00 МСК	Борнмут	Эвертон	2 : 1	11	7	14	11	9	8	0	4	49	51	15	14	8	8	4	1	18	27	1	2	0	0
1102967	https://www.championat.com/football/_england/tournament/5467/match/1102967/	17 февраля 2024, суббота. 18:00 МСК	Фулхэм	Астон Вилла	1 : 2	15	12	11	6	4	4	2	6	52	48	12	13	8	16	1	3	14	15	5	2	0	0
1102927	https://www.championat.com/football/_england/tournament/5467/match/1102927/	02 марта 2024, суббота. 18:00 МСК	Фулхэм	Брайтон энд Хоув Альбион	3 : 0	13	15	16	10	2	6	2	4	29	71	14	18	10	6	3	3	16	16	1	2	0	0
1103311	https://www.championat.com/football/_england/tournament/5467/match/1103311/	02 октября 2023, понедельник. 22:00 МСК	Фулхэм	Челси	0 : 2	10	11	15	12	8	1	2	4	56	44	16	17	6	8	3	1	21	16	1	4	0	0
1103035	https://www.championat.com/football/_england/tournament/5467/match/1103035/	30 января 2024, вторник. 22:45 МСК	Фулхэм	Эвертон	0 : 0	26	19	6	12	15	6	3	2	70	30	14	9	8	15	9	8	18	10	1	2	0	0
1103421	https://www.championat.com/football/_england/tournament/5467/match/1103421/	19 августа 2023, суббота. 17:00 МСК	Фулхэм	Брентфорд	0 : 3	10	17	13	12	5	5	1	4	55	45	16	14	7	5	4	2	16	13	3	2	1	0
1103127	https://www.championat.com/football/_england/tournament/5467/match/1103127/	10 декабря 2023, воскресенье. 17:00 МСК	Фулхэм	Вест Хэм Юнайтед	5 : 0	14	9	5	10	3	6	0	0	63	37	10	5	6	8	1	1	19	17	2	1	0	0
1103115	https://www.championat.com/football/_england/tournament/5467/match/1103115/	16 декабря 2023, суббота. 18:00 МСК	Борнмут	Лутон Таун	1 : 1	13	3	8	3	6	1	0	2	59	41	5	8	4	5	5	1	18	15	0	1	0	0
1103351	https://www.championat.com/football/_england/tournament/5467/match/1103351/	16 сентября 2023, суббота. 17:00 МСК	Фулхэм	Лутон Таун	1 : 0	14	7	6	14	6	2	0	1	77	23	15	6	6	10	6	1	22	18	2	2	0	0
1102777	https://www.championat.com/football/_england/tournament/5467/match/1102777/	20 апреля 2024, суббота. 21:30 МСК	Вулверхэмптон	Арсенал	0 : 2	6	24	14	9	1	2	1	2	46	54	11	15	11	4	1	9	8	24	3	2	0	0
1102765	https://www.championat.com/football/_england/tournament/5467/match/1102765/	21 апреля 2024, воскресенье. 18:30 МСК	Фулхэм	Ливерпуль	1 : 3	12	15	5	11	1	4	1	3	39	61	14	6	7	8	2	3	17	19	3	0	0	0
